legacy_alias,current_portion,candidate_rank,cnf_food_id,score,cnf_fr,cnf_en,kcal_100g,protein_100g,carbs_100g,fat_100g
lait,1 tasse,1,66,1.133,"Lait, poudre, entier","Milk, dry whole",496,26.32,38.42,26.71
lait,1 tasse,2,68,1.05,"Lait, concentré, sucré, conserve","Milk, condensed, sweetened, canned",321,7.91,54.4,8.7
lait,1 tasse,3,69,1.05,"Lait, liquide, chocolat, entier","Milk, fluid, chocolate, whole",83,3.17,10.34,3.39
lait,1 tasse,4,74,1.05,"Lait, liquide, brebis, entier","Milk, fluid, sheep, whole",108,5.98,5.36,7
lait,1 tasse,5,75,1.05,"Lait frappé, chocolat, épais","Milkshake, chocolate, thick",119,3.05,21.15,2.7
chips,28 g,1,4117,0.9,"Grignotises, croustilles de pommes de terre, barbecue","Snacks, potato chips, barbecue",487,6.51,55.92,31.06
chips,28 g,2,4369,0.9,"Grignotises, croustilles de pommes de terre, fromage","Snacks, potato chips, cheese",496,8.5,57.7,27.2
chips,28 g,3,6257,0.8,"Grignotises, croustilles de patates douces, non salées","Snacks, sweet potato chips, unsalted",532,2.94,56.82,32.35
chips,28 g,4,7248,0.8,"Grignotises, croustilles de pommes de terre, légèrement salées","Snacks, potato chips, lightly salted",560,6.72,53.54,35.39
chips,28 g,5,7771,0.8,"Grignotises, croustilles de patates douces, salées","Snacks, sweet potato chips, salted",532,2.94,56.82,32.35
salade,1 bol,1,5516,1.133,"Vinaigrette, salade de chou","Salad dressing, coleslaw",404,0.85,22.4,34.53
salade,1 bol,2,6738,1.133,"Salade grecque, faite maison","Salad, Greek, homemade",126,3.334,3.934,11.352
salade,1 bol,3,6741,1.133,"Salade César, faite maison","Salad, Caesar, homemade",157,4.669,6.107,13.165
salade,1 bol,4,524,1.05,"Vinaigrette, Russe, régulière","Salad dressing, Russian, regular",355,0.69,31.9,26.18
salade,1 bol,5,531,1.05,"Vinaigrette, mayonnaise, régulière","Salad dressing, mayonnaise, regular",680,0.96,0.57,74.85
ricotta,1/2 tasse,1,43,0.9,Fromage ricotta,"Cheese, ricotta",193,9.83,6.37,14.407
ricotta,1/2 tasse,2,44,0.733,"Fromage ricotta, léger","Cheese, ricotta, light",127,10.91,6.8,6.176
poivron,1 moyen,1,2300,1.133,"Poivron vert, lyophilisé","Pepper, sweet, green, freeze-dried",314,17.9,68.7,3
poivron,1 moyen,2,2344,1.133,"Poivron jaune, cru","Pepper, sweet, yellow, raw",27,1,6.32,0.21
poivron,1 moyen,3,2413,1.133,"Poivron vert, cru","Pepper, sweet, green, raw",20,0.86,4.64,0.17
poivron,1 moyen,4,2484,1.133,"Poivron rouge, cru","Pepper, sweet, red, raw",26,0.99,6.03,0.3
poivron,1 moyen,5,5415,1.133,"Poivron vert, sauté","Pepper, sweet, green, sauteed",116,0.78,4.22,11.85
pesto,2 c. à soupe,1,7591,1.133,"Sauce, pesto, prête-à-servir, réfrigérée","Sauce, pesto, ready-to-serve, refrigerated",418,9.83,10.09,37.6
pesto,2 c. à soupe,2,7592,1.086,"Sauce, pesto, prête-à-servir, longue conservation","Sauce, pesto, ready-to-serve, shelf stable",426,5,6.14,42.42
pesto,2 c. à soupe,3,7947,0.622,"Met surgelé, pâtes, poulet et légumes, sauce pesto, réchauffé","Frozen entree, pasta, chicken and vegetables, pesto sauce, heated",104.955786475,7.125303435,15.621718787,1.551966399
pesto,2 c. à soupe,4,6903,0.333,"Sauce, Hollandaise","Sauce, Hollandaise (butter sauce)",430,4.61001,0.97131,46.10538
pesto,2 c. à soupe,5,7715,0.333,"Sauce, rosée","Sauce, rosé (pink)",153,3.402,8.698,11.781
veau,150 g,1,3561,1.133,"Veau, haché, cru","Veal, ground, raw",197,18.58,0,13.06
veau,150 g,2,3562,1.133,"Veau, haché, grillé","Veal, ground, broiled",172,24.38,0,7.56
veau,150 g,3,3603,1.133,"Veau, cervelle, cru","Veal, brain, raw",118,10.32,0,8.21
veau,150 g,4,3604,1.133,"Veau, cervelle, braisé","Veal, brain, braised",136,11.48,0,9.63
veau,150 g,5,3605,1.133,"Veau, cervelle, sauté","Veal, brain, pan-fried",213,14.48,0,16.75
viande effilochée,150 g,1,1142,0.286,"Saucisse Bratwurst, porc et bœuf","Sausage, Brotwurst, pork, beef, with skimmed dry milk",324,14.3,2.98,27.8
viande effilochée,150 g,2,1001,0.25,"Sauce, boeuf, conserve","Gravy, beef, canned",53,3.75,4.81,2.36
viande effilochée,150 g,3,1002,0.25,"Sauce, boeuf, déshydratée","Gravy, beef, dehydrated",367,10.74,59.38,9.61
viande effilochée,150 g,4,1179,0.25,"Charcuterie, bologne, boeuf","Deli-meat, bologna (baloney), beef",256,12.62,8.22,18.83
viande effilochée,150 g,5,1185,0.25,"Saucisse fumée, boeuf","Wiener (frankfurter), beef",250,12.57,7.4,18.64
porc effiloché,150 g,1,7093,1.2,Porc effiloché dans une sauce barbecue,Pulled pork in barbecue sauce,168,13.19,18.74,4.42
porc effiloché,150 g,2,6939,0.333,"Tamale, porc","Tamale, pork",174,7.35,15.75,9.04
porc effiloché,150 g,3,1008,0.25,"Sauce, porc, déshydratée","Gravy, pork, dehydrated",367,8.78,63.57,8.63
porc effiloché,150 g,4,1832,0.25,"Porc, cervelle, crue","Pork, brains, raw",127,10.28,0,9.21
porc effiloché,150 g,5,1833,0.25,"Porc, cervelle, braisé","Pork, brains, braised",138,12.14,0,9.51
petits fruits,1 tasse,1,7293,0.686,"Chausson aux fruits, (pommes, petits fruits, cerises, pêches)","Turnover, fruit (apple, berry, cherry, peach)",334,4.211,41.351,17.269
petits fruits,1 tasse,2,7827,0.622,"Yogourt, Grec, 2% M.G., mélange de petits fruits","Yogourt (yogurt), Greek style, 2% M.F., mixed berry blend",93,8.26,10.94,1.83
petits fruits,1 tasse,3,7484,0.525,"Aliment pour bébé, fruits, en pot, pommes et petits fruits (bleuets, framboises ou fraises), toutes les étapes","Babyfood, fruit, jarred, apple and berries (blueberries, raspberries or strawberries), all stages",52,0.35,14.22,0.02
petits fruits,1 tasse,4,5402,0.333,"Confits, fruits","Candied foods, fruit",322,0.34,82.74,0.07
petits fruits,1 tasse,5,1997,0.25,"Margose, fruits, crus","Balsam-pear (bitter gourd, bitter melon), pods, raw",17,1,3.7,0.17
fruits mélangés,1 tasse,1,7488,0.686,"Aliment pour bébé, fruits, en pot, fruits mélangés","Babyfood, fruit, jarred, mixed fruit",63,0.74,16.75,0.08
fruits mélangés,1 tasse,2,7380,0.554,"Aliment pour bébé, fruits mélangés avec céréale à l'avoine, toutes les étapes","Babyfood, mixed fruit with oatmeal cereal, all stages",91,1.16,20.66,0.47
fruits mélangés,1 tasse,3,4095,0.4,"Grignotises, barre de fruits","Snacks, fruit bar",357,1.4,82.71,0
fruits mélangés,1 tasse,4,5516,0.4,"Vinaigrette, salade de chou","Salad dressing, coleslaw",404,0.85,22.4,34.53
fruits mélangés,1 tasse,5,7626,0.4,"Confiseries, sirop de fruits","Sweets, syrup, fruit",341,0,85.13,0
ravioli,1 tasse,1,7103,1.05,"Ravioli au fromage, conserve","Ravioli, cheese-filled, canned",77,2.48,13.64,1.45
ravioli,1 tasse,2,7036,0.925,"Ravioli, sauce aux tomates et fromage, congelé, non préparé","Ravioli, cheese and tomato sauce, frozen, not prepared",111,4.52,17.31,2.61
ravioli,1 tasse,3,7101,0.925,"Ravioli à la viande, avec sauce aux tomates ou à la viande, conserve","Ravioli, meat-filled, with tomato or meat sauce, canned",97,3.24,13.26,3.41
ravioli,1 tasse,4,7274,0.891,"Ravioli chinois ou wonton (potsticker), porc et légumes, congelé, non préparé","Potsticker or wonton, pork and vegetable, frozen, unprepared",136,8.28,13.28,5.52
ravioli,1 tasse,5,7445,0.491,"Met surgelé, pâtes, ravioli au fromage, sauce à base de tomates, réchauffé","Frozen entree, pasta, ravioli with cheese filling, tomato-based sauce, heated",137.032924106,6.388401693,21.149810727,2.986674936
spaghetti bolognaise,1 assiette,1,2458,0.2,"Courge d'hiver, spaghetti, crue","Squash, winter, spaghetti, raw",31,0.64,6.91,0.57
spaghetti bolognaise,1 assiette,2,5868,0.2,"Spaghetti sans viande, conserve","Spaghetti, without meat, canned",71,2.22,13.94,0.71
spaghetti bolognaise,1 assiette,3,6766,0.2,Spaghetti avec sauce à la crème,Spaghetti with cream sauce,154,5.196,24.019,3.937
spaghetti bolognaise,1 assiette,4,6767,0.2,Spaghetti avec sauce à la viande,Spaghetti with meat sauce,162,8.242,19.642,5.699
spaghetti bolognaise,1 assiette,5,4464,0.167,"Pâtes (macaroni, spaghetti), enrichi, cuit","Pasta (macaroni, spaghetti), enriched, cooked",158,5.8,30.86,0.93
carbonara,1 assiette,1,7941,0.543,"Met surgelé, pâtes, poulet, sauce carbonara, réchauffé","Frozen entree, pasta, chicken, carbonara sauce, heated",124.558132038,8.68821305,16.202317996,2.777334206
carbonara,1 assiette,2,2458,0.2,"Courge d'hiver, spaghetti, crue","Squash, winter, spaghetti, raw",31,0.64,6.91,0.57
carbonara,1 assiette,3,5868,0.2,"Spaghetti sans viande, conserve","Spaghetti, without meat, canned",71,2.22,13.94,0.71
carbonara,1 assiette,4,6766,0.2,Spaghetti avec sauce à la crème,Spaghetti with cream sauce,154,5.196,24.019,3.937
carbonara,1 assiette,5,6767,0.2,Spaghetti avec sauce à la viande,Spaghetti with meat sauce,162,8.242,19.642,5.699
boeuf bourguignon,1 portion,1,1142,0.286,"Saucisse Bratwurst, porc et bœuf","Sausage, Brotwurst, pork, beef, with skimmed dry milk",324,14.3,2.98,27.8
boeuf bourguignon,1 portion,2,1001,0.25,"Sauce, boeuf, conserve","Gravy, beef, canned",53,3.75,4.81,2.36
boeuf bourguignon,1 portion,3,1002,0.25,"Sauce, boeuf, déshydratée","Gravy, beef, dehydrated",367,10.74,59.38,9.61
boeuf bourguignon,1 portion,4,1179,0.25,"Charcuterie, bologne, boeuf","Deli-meat, bologna (baloney), beef",256,12.62,8.22,18.83
boeuf bourguignon,1 portion,5,1185,0.25,"Saucisse fumée, boeuf","Wiener (frankfurter), beef",250,12.57,7.4,18.64
blanquette de veau,1 portion,1,7171,0.5,Cretons de veau,"Cretons, veal",188,16.82,5.96,10.35
blanquette de veau,1 portion,2,3532,0.286,"Veau de lait, côtelette, maigre, cru","Veal, milk-fed, rib chop, lean, raw",113,20.361,0,2.848
blanquette de veau,1 portion,3,3654,0.286,"Veau de grain, longe, maigre, cru","Veal, grain-fed, loin chop, lean, raw",105,21.49,0,1.5
blanquette de veau,1 portion,4,3655,0.286,"Veau de grain, longe, maigre, braisé","Veal, grain-fed, loin chop, lean, braised",187,33.23,0,5
blanquette de veau,1 portion,5,3658,0.286,"Veau de grain, côtelette, maigre, cru","Veal, grain-fed, rib chop, lean, raw",110,22.7,0,1.26
coq au vin,1 portion,1,2978,0.4,"Boisson alcoolisée, boisson au vin","Alcohol, wine cooler",50,0.112,5.95,0.021
coq au vin,1 portion,2,2,0.2,Soufflé au fromage,Cheese souffle,204,9.54415,5.911,15.7047
coq au vin,1 portion,3,5294,0.2,"Non alcoolisé, vin","Non-alcoholic, wine",6,0.5,1.1,0
coq au vin,1 portion,4,6195,0.2,"Vinaigre, vin rouge","Vinegar, red wine",19,0.04,0.27,0
coq au vin,1 portion,5,6769,0.2,Sauté au boeuf,Stir fry with beef,99,6.481,9.376,4.292
gratin dauphinois,1 portion,1,2171,0.143,"Pomme de terre, au gratin, faite maison, avec beurre","Potato, au gratin, homemade, with butter",134,5.06,11.26,7.59
gratin dauphinois,1 portion,2,2177,0.143,"Pomme de terre, au gratin, mélange sec, non préparé","Potato, au gratin, dry mix, unprepared",314,8.9,74.31,3.7
gratin dauphinois,1 portion,3,6509,0.143,"Pomme de terre, au gratin, faite maison, avec margarine","Potato, au gratin, homemade, with margarine",132,5.06,11.27,7.59
gratin dauphinois,1 portion,4,2178,0.077,"Pomme de terre, au gratin, mélange sec, préparé avec eau, lait entier et beurre","Potato, au gratin, dry mix, prepared with water, whole milk and butter",93,2.3,12.84,4.12
gratin dauphinois,1 portion,5,7954,0.071,"Met surgelé, gratin de pommes de terre et jambon dans une sauce crémeuse, réchauffé","Frozen entree, potatoes, scalloped,  with ham in a creamy sauce, heated",151.188796862,7.371707922,11.34692047,8.47936481
croque monsieur,1,1,1275,0.125,"Céréale, prête-à-manger, Croque Avoine, Quaker","Cereal, ready to eat, Oatmeal Squares, Quaker",380,11.32,79.15,4.56
croque monsieur,1,2,1240,0.111,"Céréale, prête-à-manger, Croque Nature: original, Quaker","Cereal, ready to eat, Harvest Crunch: original, Quaker",459,9.52,69.71,17.04
croque monsieur,1,3,6908,0.1,"Céréale, prête-a-manger, Croque pain doré, General Mills","Cereal, ready to eat, French Toast Crunch, General Mills",385,3.92,87.26,3.47
croque monsieur,1,4,1335,0.083,"Céréale, prête-à-manger, Croque Nature: original, faible en gras, Quaker","Cereal, ready to eat, Harvest Crunch: Honey Nut, Light and Crisp, Quaker",431,9.41,75.1,11.36
croque monsieur,1,5,1337,0.083,"Céréale, prête-à-manger, Croque Nature: raisins secs et amandes, Quaker","Cereal, ready to eat, Harvest Crunch: Raisins and almonds, Quaker",460,8.41,69.97,16.25
croque madame,1,1,1275,0.125,"Céréale, prête-à-manger, Croque Avoine, Quaker","Cereal, ready to eat, Oatmeal Squares, Quaker",380,11.32,79.15,4.56
croque madame,1,2,1240,0.111,"Céréale, prête-à-manger, Croque Nature: original, Quaker","Cereal, ready to eat, Harvest Crunch: original, Quaker",459,9.52,69.71,17.04
croque madame,1,3,6908,0.1,"Céréale, prête-a-manger, Croque pain doré, General Mills","Cereal, ready to eat, French Toast Crunch, General Mills",385,3.92,87.26,3.47
croque madame,1,4,1335,0.083,"Céréale, prête-à-manger, Croque Nature: original, faible en gras, Quaker","Cereal, ready to eat, Harvest Crunch: Honey Nut, Light and Crisp, Quaker",431,9.41,75.1,11.36
croque madame,1,5,1337,0.083,"Céréale, prête-à-manger, Croque Nature: raisins secs et amandes, Quaker","Cereal, ready to eat, Harvest Crunch: Raisins and almonds, Quaker",460,8.41,69.97,16.25
crêpe,1,1,7731,1.133,"Crêpe, nature, maison","Crêpe, plain, homemade",224,9.013,20.442,11.576
crêpe,1,2,3935,1.05,"Crêpe, nature, faite maison","Pancake, plain, homemade",227,6.4,28.3,9.7
crêpe,1,3,3936,1.05,"Crêpe, bleuets, faite maison","Pancake, blueberry, homemade",222,6.1,29,9.2
crêpe,1,4,4022,1.05,"Crêpe, babeurre, faite maison","Pancake, buttermilk, homemade",227,6.8,28.7,9.3
crêpe,1,5,7687,1,"Crêpe (pancake), sans gluten, congelée","Pancake, gluten-free, frozen",215,3.31,40.32,4.55
galette bretonne,1,1,7430,0.333,"Quinoa, galette de hambourgeois, congelée","Quinoa burger patty, frozen",192,10.7,17.8,12.1
galette bretonne,1,2,4125,0.286,"Grignotises, galettes de riz brun, sarrasin","Snacks, rice cakes, brown rice, buckwheat",380,9,80.1,3.5
galette bretonne,1,3,4412,0.25,"Grains céréaliers, gruau de sarrasin, rôti, sec","Grains, buckwheat groats, roasted, dry",346,11.73,74.95,2.71
galette bretonne,1,4,4413,0.25,"Grains céréaliers, gruau de sarrasin, rôti, cuit","Grains, buckwheat groats, roasted, cooked",92,3.38,19.94,0.62
galette bretonne,1,5,4488,0.25,"Grains céréaliers, farine de sarrasin, gruau entier","Grains, buckwheat flour, whole-groat",335,12.62,70.59,3.1
baguette,1/4 baguette,1,7881,0.6,"Craquelin, de type baguette, toutes les saveurs","Cracker, baguette type, all flavours",449.988339252,13.5559,64.128363454,15.472365048
camembert,30 g,1,21,0.9,Fromage camembert,"Cheese, camembert",300,19.8,0.46,24.26
brie,30 g,1,20,0.9,Fromage brie,"Cheese, brie",359,18.38,6.86,28.899
brie,30 g,2,2181,0.4,"Pomme de terre, O'brien, congelée, non préparée","Potato, O'brien, frozen, unprepared",76,1.83,17.47,0.14
brie,30 g,3,2182,0.4,"Pomme de terre, O'brien, congelée, préparée","Potato, O'brien, frozen, prepared",204,2.22,21.86,13.21
brie,30 g,4,2323,0.4,"Pomme de terre, O'brien, faite maison","Potato, O'brien, homemade",81,2.35,15.47,1.28
chèvre,30 g,1,7756,1.229,"Fromage de chèvre, pâte molle, aux canneberges","Cheese, goat, soft, with cranberries",298,11.09,30,15.307
chèvre,30 g,2,96,1.073,"Fromage de chèvre, pâte dure, (moins de 35% eau, 36% M.G.)","Cheese, goat, hard, (less than 35% water, 36% M.F.)",452,30.52,2.17,35.59
chèvre,30 g,3,98,1.073,"Fromage de chèvre, pâte ferme, (plus de 55% eau, 24% M.G.)","Cheese, goat, soft, (more than 55% water, 24% M.F.)",288,17.18,1.53,23.727
chèvre,30 g,4,97,1.031,"Fromage de chèvre, pâte demi-ferme, (35% à 55% eau, 30% M.G.)","Cheese, goat, semi-soft, (35% to 55% water, 30% M.F.)",364,21.58,0.12,29.84
chèvre,30 g,5,3583,0.65,"Gibier, viande, chèvre, cru","Game meat, goat, raw",109,20.6,0,2.31
roquefort,30 g,1,46,0.733,Fromage roquefort (bleu),"Cheese, roquefort (blue)",369,21.54,2,30.64
roquefort,30 g,2,534,0.567,"Vinaigrette, fromage bleu ou roquefort, régulière","Salad dressing, blue or roquefort cheese, regular",484,1.37,4.77,51.1
roquefort,30 g,3,5520,0.567,"Vinaigrette, fromage bleu ou roquefort, hypocalorique","Salad dressing, blue or roquefort cheese, low calorie",99,5.1,2.9,7.2
roquefort,30 g,4,5489,0.543,"Vinaigrette, fromage bleu ou roquefort, sans gras","Salad dressing, blue or roquefort cheese dressing, fat free",115,1.52,25.6,1.01
roquefort,30 g,5,5473,0.525,"Vinaigrette, fromage bleu ou roquefort, réduite en Calories","Salad dressing, blue or roquefort cheese dressing, calorie-reduced",86,2.1,13.2,2.7
saucisson,50 g,1,5669,1.05,"Saucisson de foie, tartinade",Liverwurst spread,305,12.38,5.89,25.45
saucisson,50 g,2,1192,1,"Saucisson de foie (liverwurst), porc","Liver sausage, liverwurst, pork",326,14.1,2.2,28.5
saucisson,50 g,3,7162,0.65,"Charcuterie, saucisson d'été","Deli-meat, summer sausage",246,15.54,4.22,18.1
saucisson,50 g,4,1139,0.6,"Saucisse, saucisson de bière, porc","Sausage, Beerwurst, beer salami, pork",238,14.24,2.06,18.8
saucisson,50 g,5,1171,0.543,"Charcuterie, saucisson, thuringer, cervelat, boeuf et porc","Deli-meat, thuringer, cervelat, beef and pork",362,17.45,3.33,30.43
merguez,100 g,1,7342,0.65,"Saucisse, merguez, agneau, crue","Sausage, Merguez, lamb, raw",230,15.38,7.54,14.96
merguez,100 g,2,7343,0.65,"Saucisse, merguez, agneau, cuite","Sausage, Merguez, lamb, cooked",233,17.42,8.56,13.92
canard,150 g,1,666,1.05,"Canard domestiqué, foie, cru","Duck, domesticated, liver, raw",136,18.74,3.53,4.64
canard,150 g,2,5931,1.05,"Canard sauvage, autochtone, cuit","Duck, wild, Indigenous, cooked",170,30,0,4.35
canard,150 g,3,664,1,"Canard domestiqué, viande seulement, crue","Duck, domesticated, meat only, raw",135,18.28,0.94,5.95
canard,150 g,4,665,1,"Canard domestiqué, viande seulement, rôtie","Duck, domesticated, meat only, roasted",201,23.48,0,11.2
canard,150 g,5,662,0.967,"Canard domestiqué, viande et peau, crues","Duck, domesticated, meat and skin, raw",404,11.49,0,39.34
agneau,150 g,1,3600,1.133,"Agneau, cervelle, crue","Lamb, brain, raw",122,10.4,0,8.58
agneau,150 g,2,3601,1.133,"Agneau, cervelle, braisée","Lamb, brain, braised",145,12.55,0,10.17
agneau,150 g,3,3602,1.133,"Agneau, cervelle, sautée","Lamb, brain, pan-fried",273,16.97,0,22.19
agneau,150 g,4,3606,1.133,"Agneau, coeur, cru","Lamb, heart, raw",122,16.47,0.21,5.68
agneau,150 g,5,3607,1.133,"Agneau, coeur, braisé","Lamb, heart, braised",185,24.97,1.93,7.91
moules,2 tasses,1,4209,0.525,"Bonbons, Reese's moules au beurre d'arachides","Candies, Reese's peanut butter cups",515,10.24,55.36,30.53
baba ganoush,1/2 tasse,1,7713,0.9,"Trempette, aubergine (Baba ganoush)","Dip, eggplant (Baba ganoush)",159,4.213,12.135,11.833
couscous royal,1 portion,1,4420,0.25,"Grains céréaliers, couscous, sec","Grains, couscous, dry",376,12.76,77.43,0.64
couscous royal,1 portion,2,4490,0.25,"Grains céréaliers, couscous, cuit","Grains, couscous, cooked",112,3.79,23.22,0.16
couscous royal,1 portion,3,3051,0.143,"Poisson, saumon, quinnat (printemps, royal), cru","Fish, salmon, chinook (spring), raw",179,19.93,0,10.43
couscous royal,1 portion,4,3093,0.143,"Crustacés, crabe royal d'alaska, cru","Crustaceans, crab, alaska king, raw",84,18.29,0,0.6
couscous royal,1 portion,5,5899,0.125,"Poisson, saumon, autochtone, royal ou quinnat, foie","Fish, salmon, Indigenous, king or chinook, liver",156,16.6,4.3,8
pho,1 grand bol,1,535,0.4,"Gras animal, autochtone, huile de phoque","Animal fat, Indigenous, seal oil",884,0,0,100
pho,1 grand bol,2,3645,0.4,"Gibier, viande, phoque du groenland, cru","Game meat, seal, harp, raw",113,23.8,0,1.3
pho,1 grand bol,3,4003,0.4,"Agent de levage, levure chimique, action double, phosphate","Leavening agent, baking powder, double acting, phosphate",51,0.1,24.1,0
pho,1 grand bol,4,5426,0.4,"Chocolat chaud, hypocalorique, avec aspartame, mélange sec, calcium et phosphore ajoutés, sans sodium ou vitamine A ajoutés","Hot chocolate, low calorie, with aspartame, mix, powder, with added calcium and phosphorus, without added sodium or vitamin A",360,25.1,58,3
pho,1 grand bol,5,5759,0.4,"Gibier, viande, autochtone, phoque barbu, viande, crue","Game meat, Indigenous, bearded seal meat, raw",121,25,0,1.4
ramen,1 bol,1,5347,0.567,"Soupe, nouilles ramen, toutes saveurs, sèche","Soup, ramen noodles, any flavour, dry",440,10.17,60.26,17.59
ramen,1 bol,2,5855,0.567,"Soupe, nouilles ramen, saveur de boeuf, sèche","Soup, ramen noodles, beef flavour, dry",441,10.06,60.34,17.73
ramen,1 bol,3,5856,0.567,"Soupe, nouilles ramen, saveur de poulet, sèche","Soup, ramen noodles, chicken flavour, dry",439,10.22,60.23,17.52
ramen,1 bol,4,4904,0.511,"Soupe, Nissin, Cup Noodles, nouilles ramen, saveur de poulet, sèches","Soup, Nissin, Cup Noodles, ramen noodle, chicken flavour, dry",463,8.7,57.5,22
ramen,1 bol,5,4903,0.5,"Soupe, Nissin, Oodles of Noodles Top Ramen, nouilles ramen, saveur orientale, sèches","Soup, Nissin, Oodles of Noodles Top Ramen, ramen noodles, oriental flavour, dry",453,9.3,65.5,17.1
kimchi,1/2 tasse,1,7599,0.9,"Chou, kimchi","Cabbage, kimchi",15,1.1,2.4,0.5
dumplings,6 morceaux,1,3824,0.25,"Biscuit, chinois (fortune)","Cookie, fortune",378,4.2,84,2.7
dumplings,6 morceaux,2,4851,0.25,"Brocoli, chinois, cuit","Broccoli, chinese, cooked",22,1.14,3.81,0.72
dumplings,6 morceaux,3,7601,0.25,"Brocoli, chinois, cru","Broccoli, chinese, raw",26,1.2,4.67,0.76
dumplings,6 morceaux,4,6643,0.2,"Restaurant chinois, nouilles, croquantes","Pasta, noodles, crunchy, Chinese restaurant",522,10.33,51.9,31.72
dumplings,6 morceaux,5,5,0.167,"Mets chinois, chow mein, poulet","Chinese dish, chow mein, chicken",85,6.76,8.29,2.8
rouleaux impériaux,3,1,4001,0.8,"Wonton, enveloppe (enveloppe à rouleaux impériaux)",Wonton wrapper (egg roll wrapper),291,9.8,57.9,1.5
rouleaux impériaux,3,2,6616,0.2,"Laitue, mélange mesclun","Lettuce, spring mix (mesclun)",21,1.896,3.58,0.33
rouleaux impériaux,3,3,3050,0.167,"Poisson, saumon, quinnat, fumé","Fish, salmon, chinook (spring), smoked",117,18.28,0,4.32
rouleaux impériaux,3,4,3051,0.167,"Poisson, saumon, quinnat (printemps, royal), cru","Fish, salmon, chinook (spring), raw",179,19.93,0,10.43
rouleaux impériaux,3,5,6235,0.167,"Aliments prêts à manger, mini-brioches à la cannelle","Fast foods, Miniature cinnamon rolls",403,7.02,53.38,17.95
samosa,2,1,6751,0.733,"Indien, samosa (samoussa), végétarien","Indian, samosa, vegetarian",301,5.325,30.384,17.871
dal,1 bol,1,6183,0.333,"Lentilles, farine","Lentils, flour",367,30.45,61.95,1.04
dal,1 bol,2,2113,0.25,"Lentilles, germées, crues","Lentils, sprouted, raw",106,8.96,22.14,0.55
dal,1 bol,3,3392,0.2,"Lentilles, grains mûrs, secs","Lentils, mature seeds, dry",352,24.63,63.35,1.06
dal,1 bol,4,3393,0.2,"Lentilles, grains mûrs, bouillis","Lentils, mature seeds, boiled",116,9.02,20.13,0.38
dal,1 bol,5,6730,0.2,"Soupe, lentilles, faite maison","Soup, lentil, homemade",73,4.554,10.285,1.84
butter chicken,1 portion,1,7935,0.733,"Met surgelé, met indien, poulet au beurre avec riz, réchauffé","Frozen entree, Indian dish, butter chicken with rice, heated",136.269165016,6.051073656,17.955506922,4.471426967
butter chicken,1 portion,2,7936,0.65,"Met surgelé, met indien, poulet au beurre avec riz, réduit en gras, réchauffé","Frozen entree, Indian dish, butter chicken with rice, reduced fat, heated",132.611473797,6.685433546,20.934167964,2.459229751
butter chicken,1 portion,3,4077,0.4,"Pâté, au poulet, commercial","Pie, chicken, commercial",246,8,24.6,12.9
butter chicken,1 portion,4,6752,0.4,Sandwich chaud au poulet,"Sandwich, hot chicken",156,13.753,11.221,5.952
butter chicken,1 portion,5,6762,0.4,Pad thaï au poulet,Pad thaï with chicken,128,8.681,15.193,3.425
tikka masala,1 portion,1,5537,0.25,"Viande, simili, poulet","Meatless, chicken",224,23.64,3.64,12.73
tikka masala,1 portion,2,445,0.2,"Gras animal, poulet","Animal fat, chicken",901,0,0,99.8
tikka masala,1 portion,3,1003,0.2,"Sauce, poulet, conserve","Gravy, chicken, canned",48,0.71,5.29,2.62
tikka masala,1 portion,4,1004,0.2,"Sauce, poulet, déshydratée","Gravy, chicken, dehydrated",381,11.27,62.09,9.73
tikka masala,1 portion,5,1144,0.2,"Poulet, tartinade à sandwich, conserve","Chicken spread, canned",159,18.01,4.05,17.56
naan,1,1,6606,1.067,"Indien, pain naan","Indian, bread, naan",288.805622445,8.924684796,50.017470815,5.893
naan,1,2,7252,0.8,"Indien, pain, naan, blé entier","Indian, bread, naan, whole wheat",291.852012095,9.789354056,49.129148968,6.242
naan,1,3,7912,0.686,"Indien, pain naan, ail (inclus oignons rôtis)","Indian, bread, naan, garlic (includes roasted onion)",288.462120365,9.077437023,50.638343068,5.511
naan,1,4,7914,0.582,"Indien, pain naan, réduit en gras, avec grains entiers, avec fibres ajoutées","Indian, bread, naan, reduced fat,  with whole grains, with added fibre",271.332392276,8.800323904,50.525524165,3.781
naan,1,5,7913,0.554,"Indien, pain naan, réduit en sodium, fait avec de la farine non enrichie","Indian, bread, naan, reduced sodium, made with unenriched flour",285.943563852,7.712479666,53.641661297,4.503
enchiladas,2,1,7582,0.6,"Mexicain, enchilada au fromage, préparation restaurant","Mexican, cheese enchilada, restaurant prepared",273,11.24,15.45,18.47
enchiladas,2,2,7659,0.543,"Sauce, enchilada, rouge, douce, prête-à-servir","Sauce, enchilada, red, mild, ready-to-serve",30,0.62,4.87,0.91
fajitas,1 portion,1,6774,1,Fajita au poulet et aux légumes,Fajita with chicken and vegetables,155,7.667,20.79,4.664
plantain,1 moyenne,1,1661,1.133,"Plantain, (banane des antilles), jaune, cru","Plantain, yellow raw",122,1.3,31.89,0.37
plantain,1 moyenne,2,1662,1.133,"Plantain, (banane des antilles), jaune, cuit","Plantain, yellow cooked",116,0.79,31.15,0.18
plantain,1 moyenne,3,6927,1.133,"Plantain, vert, frit","Plantain, green, fried",309,1.5,49.17,11.81
